,FLAG_TSUNAMI,YEAR,FOCAL_DEPTH,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,POPULATION
764,No,1985,16,5.9,9,TAJIKISTAN,"TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV",40.301,69.823,40,29,1,,80,2,4,,3,,3,4537822
765,No,1985,10,5.9,,ALGERIA,ALGERIA:  ANNABA-SETIF-SOUK,36.46,6.761,15,6,1,,,,1,,,,,22431502
766,No,1985,33,4.2,,TURKEY,"TURKEY:  ERZURUM, KARS, AGRI, ARTVIN",40.31,42.307,140,,,,14,1,2,113,3,,,49133937
767,No,1985,10,7.1,8,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI,-1.639,134.911,170,,,,,,1,,,,,164982451
768,No,1985,33,7.6,,VANUATU,VANUATU ISLANDS,-13.987,166.185,170,,,,,,,,,,,129984
769,No,1985,22,6,6,NICARAGUA,"NICARAGUA:  RIVAS,  MASAYA",11.725,-85.838,100,,,,6,1,1,,,,,3734341
770,No,1985,43,7.6,,VANUATU,VANUATU ISLANDS,-13.966,166.516,170,,,,,,,,,,,129984
771,No,1985,10,4.3,,ITALY,ITALY:  SICILY,37.688,15.068,130,1,1,,14,1,1,,,,,56593071
772,No,1986,39,5.3,4,PERU,"PERU:  HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,160,1,1,,,,2,60,2,,,20230384
773,No,1986,33,5,,INDONESIA,"INDONESIA:  SUMATERA:  S, HAHAT, MUARAENIM",-3.904,103.461,60,,,,2,1,3,,,,,168374287
774,No,1986,16,4.7,,GUATEMALA,"GUATEMALA:  IXCHIGUAN, SAN MARCOS PROVINCE",15.075,-92.072,100,,,,,,2,500,3,500,3,8104921
775,No,1986,51,4.6,6,PERU,PERU:  CUZCO,-13.41,-71.785,160,16,1,,170,3,3,2000,4,,,20230384
776,No,1986,33,5.3,,INDIA,"INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN",32.128,76.374,60,6,1,,30,1,3,,,,,801975244
777,No,1986,10,5.9,,TURKEY,"TURKEY:  DOGANSEHIR-GOLBASHI, KAPIDERE",37.993,37.806,140,15,1,,100,2,2,4000,4,,,50128541
778,Yes,1986,19,8,6,USA,ALASKA:  ALEUTIAN ISLANDS:  ADAK,51.52,-174.776,150,,,,,,2,,,,2,240133000
779,No,1986,10,5.7,7,GEORGIA,"GEORGIA:  AKHALKALAKI, SUSUZ",41.431,43.737,40,2,1,,,,3,1500,4,1500,4,4704500
780,No,1986,18,5.2,,PAKISTAN,"PAKISTAN:  BARKHAM, MATAKARI, HAMTAROT",29.627,69.363,60,,,,,,3,,,,,95215378
781,Yes,1986,26,6.4,,USA,ALASKA:  ANDREANOF ISLANDS,52.327,-174.504,150,,,,,,,,,,,240133000
782,No,1986,19,6.4,,TAIWAN,TAIWAN:  HUALIEN,24.125,121.619,30,1,1,,5,1,1,,,,,0
783,No,1986,19,6.2,7,VENEZUELA,VENEZUELA,10.597,-62.928,160,2,1,,45,1,2,,,,,0
784,No,1986,102,7.1,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.448,143.943,170,,,,,,1,,,,,4186499
785,No,1986,12,6,7,USA,CALIFORNIA:  PALM SPRINGS,34,-116.61,150,,,,29,1,2,,,,,240133000
786,No,1986,10,5.6,,IRAN,"IRAN:  S, FARS PROVINCE, MAMASANI, SHIRAZ",29.962,51.582,140,1,1,,4,1,2,300,3,,,0
787,No,1986,6,5.8,6,USA,"CALIFORNIA:  SAN DIEGO, NEWPORT BEACH",32.97,-117.869,150,,,,,,1,,,,,240133000
788,No,1986,7,4.9,,VENEZUELA,"VENEZUELA:  CHURUGUARA,  FALCON, LARA",10.77,-69.428,160,1,1,,,,1,30,1,,,0
789,No,1986,9,6.2,6,USA,CALIFORNIA-NEVADA:  CHALFANT VALLEY,37.537,-118.447,150,,,,,,2,,,,,240133000
790,No,1986,12,4.1,,TURKEY,"TURKEY:  YESILCE,  UCGOZE, SAM",37.2,37.3,140,,,,,,1,73,2,,,50128541
791,No,1986,132,6.9,8,ROMANIA,"ROMANIA:  BUCHAREST, KISHINEV-KAGUL",45.547,26.316,110,2,1,,558,3,4,,,55000,4,22836841
792,No,1986,11,5.8,10,GREECE,"GREECE:  KALAMI, LAKONIA, ZAKINTHOS",37.014,22.176,130,20,1,,300,3,2,1500,4,,,9967213
793,No,1986,10,4.8,7,GREECE,"GREECE:  S, MESSINIA, BERGA, NEDOUSA",36.93,22.175,130,,,,37,1,1,,,,,9967213
794,No,1986,5,4.8,4,SOUTH AFRICA,"SOUTH AFRICA:  MOUNT FRERE, DURBAN",-30.546,28.737,10,,,,,,1,,,,,33495953
795,No,1986,7,5.4,,EL SALVADOR,EL SALVADOR:  SAN SALVADOR,13.827,-89.118,100,1100,4,,10000,4,4,,,,,5002336
796,No,1986,5,5.5,,TURKEY,"TURKEY:  AYDIN, DENIZLI-IZMIR-MANISA",37.931,28.574,140,,,,3,1,1,50,1,,,50128541
797,No,1986,43,4.5,,PAKISTAN,PAKISTAN:  KHUZDAR,27.727,66.65,60,,,,,,1,150,3,150,3,95215378
798,Yes,1986,29,8.1,,KERMADEC ISLANDS (NEW ZEALAND),KERMADEC ISLANDS:  RAOUL,-28.117,-176.367,170,,,,,,1,,,,,0
799,Yes,1986,34,7.8,8,TAIWAN,"TAIWAN:  TAIPEI, HUALIEN",23.901,121.574,30,15,1,,44,1,1,,,,,0
800,No,1986,30,5.5,8,BOSNIA-HERZEGOVINA,"BALKANS NW:  BOSNIA-HERZEGOVINA: STRMICA, KNIN",44.12,16.339,130,,,,12,1,2,,,,,0
801,No,1986,5,4.8,,BRAZIL,"BRAZIL:  JOAO CAMARA, NATAL",-5.494,-35.769,160,1,1,,,,2,1500,4,,,138108912
802,No,1986,21,5.6,7,BULGARIA,BULGARIA:  VELIKO TURNOVO-TURGOVISHTE,43.274,25.912,110,3,1,,60,2,2,,,,,8958171
803,No,1986,33,5,3,CHILE,"CHILE:  CENTRAL, VALPARAISO",-33.071,-72.084,160,,,,,2,1,16,1,,,12445823
804,No,1986,26,5,,IRAN,"IRAN:  S MAMASANI, SHIRAZ, NORABAD",29.985,51.623,140,,,,,,2,80,2,,,0
805,No,1987,17,5.8,,CHINA,CHINA:  S XINJIANG PROVINCE:  BAICHENG,41.964,81.319,40,,,,,3,2,,,,,1084035000
806,No,1987,29,5.9,,CHINA,"CHINA:  XINGJIANG WEIWUER ZIZHIQU PROVINCE, WUSHI",41.529,79.318,40,,,,,,2,417,3,,,1084035000
807,No,1987,10,4.3,,ALGERIA,"ALGERIA:  MOHAMMADIA, QUED, FODDA, TISSEMSILT",35.964,1.374,15,1,1,,7,1,2,629,3,,,23774284
808,Yes,1987,48,6.3,,JAPAN,JAPAN:  EAST COAST HONSHU,36.988,141.689,30,,,,,,,,,,,122091000
809,Yes,1987,55,7.6,7,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",-6.088,147.689,170,3,1,,,,2,,3,,,4292563
810,No,1987,19,6.6,10,NEW ZEALAND,"NEW ZEALAND:  NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,170,1,1,,25,1,4,,,,,3274400
811,Yes,1987,62,7.3,6,CHILE,"CHILE:  ANTOFAGASTA, ARICA",-24.388,-70.161,160,1,1,,,,2,,,,,12642924
812,No,1987,10,7.2,,ECUADOR,"ECUADOR:  NAPO PROVINCE, QUITO, TULCAN",0.083,-77.785,160,5000,4,,,,4,,,,,9522360
813,Yes,1987,54,6.7,,JAPAN,"JAPAN:  KYUSHU:  MIYAZAKI, NAZE",32.034,131.837,30,2,1,,5,1,2,,,,,122091000
814,Yes,1987,23,5.1,,JAPAN,JAPAN:  HONSHU ISLAND,37.447,137.865,30,,,,,,,,,,,122091000
815,No,1987,107,6.3,5,PHILIPPINES,"PHILIPPINES:  MANILA, CUBI POINT",16.066,120.301,170,,,,,,1,,,,,57263836
816,No,1987,11,6.6,,INDONESIA,"INDONESIA:  SUMATERA:  N, TARUTUNG-LAKE TOBA,",2.244,98.866,60,2,1,,22,1,2,300,3,,,171702763
817,No,1987,32,5.2,2,PHILIPPINES,PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY,8.047,125.41,170,1,1,,2,1,1,,,,,57263836
818,No,1987,41,4.6,,IRAN,"IRAN:  W, NAHAVAND-HAMADEN-TUYSARKAN",34.076,48.266,140,2,1,,50,1,1,,,,,0
819,Yes,1987,75,6.3,,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.717,162.33,170,,,,,,,,,,,286870
820,Yes,1987,48,6.6,,VANUATU,VANUATU ISLANDS,-14.074,167.828,170,,,,,,,,,,,136079
821,No,1987,29,4.9,4,CHINA,CHINA:  GANZHOU PROVINCE:  XUNWU,24.924,115.608,30,,,,84,2,3,37000,4,,,1084035000
822,No,1987,70,6.9,7,CHILE,"CHILE:  ARICA, IQUIQUE",-19.022,-69.991,160,5,1,,112,3,2,1000,3,,,12642924
823,No,1987,37,6.4,5,PERU,"CHILE:  ARICA; PERU:  AREQUIPA, TACNA",-17.897,-70.931,160,1,1,,1,1,1,,,,,20691283
824,No,1987,33,7.7,,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-58.893,158.513,170,,,,,,,,,,,16263900
825,No,1987,19,4.6,8,ITALY,ITALY:  PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,130,,,,2,1,2,,,,,56601931
826,No,1987,10,6.2,,ECUADOR,"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",-0.978,-78.05,160,2,1,,12,1,2,,3,,,9522360
827,No,1987,10,5.7,8,USA,CALIFORNIA:  WHITTIER,34.061,-118.078,150,8,1,,200,3,4,,,,,242289000
828,No,1987,20,5.1,4,PERU,"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.143,-77.954,160,3,1,,,,2,,3,,,20691283
829,No,1987,8,4.8,,USA,"CALIFORNIA:  WHITTIER, PASADENA",34.07,-118.1,150,1,1,,,2,2,,,,,242289000
830,Yes,1987,16,7.3,,TONGA,TONGA ISLANDS,-17.94,-172.225,170,,,,,,,,,,,94321
831,Yes,1987,25,6.8,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  SOLOMON SEA,-7.288,154.371,170,,,,,,,,,,,4292563
832,Yes,1987,48,7.7,8,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",-6.266,149.06,170,,,,,,2,,,,,4292563
833,Yes,1987,10,7.2,,USA,ALASKA:  GULF OF ALASKA,58.586,-143.27,150,,,,,,,,,,,242289000
834,No,1987,5,6.2,6,USA,CALIFORNIA:  SUPERSTITION HILLS,33.082,-115.775,150,2,1,,,,2,,,,,242289000
835,Yes,1987,33,6.5,,INDONESIA,"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",-8.247,124.155,60,125,3,,108,3,2,237,3,,,171702763
836,Yes,1987,10,7.9,6,USA,ALASKA:  YAKUTAT,58.679,-142.786,150,,,,,,1,,,,,242289000
837,No,1987,63,6,8,JAPAN,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",35.362,140.214,30,2,1,,,,2,,,,,122091000
838,No,1988,14,5.5,,CHINA,CHINA:  LINGWU,38.111,106.336,30,,,,60,2,3,10000,4,,,1101630000
839,No,1988,24,5.8,7,ALBANIA,"ALBANIA:  TIRANA, ULCINJ-BAR",41.246,19.63,130,,,,,,2,,,,,3142336
840,No,1988,5,6.3,,AUSTRALIA,AUSTRALIA:  TENNANT CREEK,-19.847,133.803,170,,,,,,2,,,,,16532200
841,No,1988,5,6.7,9,AUSTRALIA,AUSTRALIA:  TENNANT CREEK,-19.829,133.882,170,,,,,,2,,,,,16532200
842,Yes,1988,37,6.7,,CHILE,CHILE:  TALTAL,-24.753,-70.433,160,,,,,,1,,,,,12847708
843,No,1988,33,5.8,,BANGLADESH,BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM,24.688,91.57,60,2,1,,100,2,2,,,,,98186350
844,Yes,1988,15,7.8,5,USA,ALASKA:  GULF OF ALASKA:  ANCHORAGE,57.262,-142.747,150,,,,,,1,,,,,244499000
845,No,1988,33,5.7,,IRAN,"IRAN:  DEH DASHT, BAHBAHAN",30.89,50.194,140,,,,,,2,,,,,0
846,No,1988,17,6.2,7,PHILIPPINES,"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",12.376,121.067,170,2,1,,2,1,2,,,,,58795001
847,Yes,1988,53,5.4,,PHILIPPINES,PHILIPPINES:  LUZON:  LAOAG,18.606,121.013,170,,,,,,,,,,,58795001
848,Yes,1988,53,6.8,5,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",-5.964,148.78,170,,,,,,2,,,,,4399324
849,No,1988,51,5.7,,TAIWAN,"TAIWAN:  HUALIEN, SU-HUA",23.902,121.598,30,1,1,,1,1,1,,,,,0
850,Yes,1988,91,7.2,6,MYANMAR (BURMA),"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",25.149,95.127,60,38,1,,,,2,,,,,0
851,Yes,1988,36,7.6,,SOLOMON ISLANDS,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,170,,,,,,,,,,,294972
852,No,1988,33,6.1,,IRAN,"IRAN:  S, MAMASANI, BUSHEHR, NURABAD",29.974,51.679,140,1,1,,,,2,,,,,0
853,Yes,1988,57,6.6,8,NEPAL,"NEPAL-INDIA:  KATHMANDU, BIHAR",26.755,86.616,60,998,3,,,,4,,,,,18020753
854,No,1988,0,4.3,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  KAIAPIT (LANDSLIDE GENERATED),-6.06,146.23,170,74,2,,,,2,,,,,4399324
855,No,1988,11,5,6,TAJIKISTAN,"TAJIKISTAN:  ROSHTKALA, KHOROG",37.18,71.811,40,,,,,,2,,,,,5001169
856,No,1988,25,5.8,8,GREECE,"GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION",37.938,20.932,130,,,,,,2,,,,,10036983
857,No,1988,12,5.6,,ALGERIA,"ALGERIA:  BLIDA, MEDEA-ALGIERS",36.443,2.759,15,,,,,,2,,,,,24443467
858,No,1988,69,6,6,GUATEMALA,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",13.881,-90.45,100,5,1,,,2,2,,,,,8566331
859,No,1988,33,5.7,5,USA TERRITORY,PUERTO RICO:  MONA PASSAGE:  CATANO,19.08,-67.256,90,,,,,,2,,,,,0
860,No,1988,18,7.3,10,CHINA,CHINA:  YUNNAN PROVINCE,22.789,99.611,30,738,3,,3900,4,4,412000,4,,,1101630000
861,No,1988,10,6.4,,CHINA,CHINA:  YUNNAN PROVINCE,23.181,99.439,30,,,,,,,,,,,1101630000
862,No,1988,10,4.6,,CHINA,"CHINA:  E, QINZHOU-FANGCHENG, NANNING",21.23,108.545,30,,,,71,2,1,,,,,1101630000
863,No,1988,16,4.7,6,JAMAICA,"JAMAICA:  ST ANDREW, JACKS HILL",18.068,-76.597,90,,,,,,2,,,,,2389411
864,No,1988,19,6.6,6,PHILIPPINES,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",12.399,124.537,170,,,,29,1,1,,,,,58795001
865,No,1988,11,5.3,7,AZORES (PORTUGAL),AZORES:  SAO MIGUEL ISLAND,37.938,-26.142,130,,,,,,2,,,,,0
866,No,1988,29,5.8,7,CANADA,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",48.117,-71.183,150,,,,,,2,,,,,26791747
867,No,1988,5,6.8,10,ARMENIA,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",40.987,44.185,40,25000,4,,,,4,,4,,,3504659
868,No,1989,33,5.3,7,TAJIKISTAN,"TAJIKISTAN:  SHARORA, GISSAR",38.465,68.694,40,274,3,,,,3,,,,,5149874
869,No,1989,32,5.6,,INDONESIA,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.031,126.189,170,,,,,,3,,,,,178209150
870,No,1989,10,4.4,,TURKEY,"TURKEY:  ERZURUM, KARS",40.027,41.816,140,,,,,,2,,,,,52992487
871,No,1989,53,5.4,5,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.346,152.797,170,1,1,,,,2,,,,,4506991
872,No,1989,30,6.1,,MALAWI,"MALAWI:  SALIMA, DEDZA, MOHINJI",-13.702,34.42,10,9,1,,100,2,4,,,,,9075572
873,No,1989,13,6.2,,CHINA,CHINA:  SICHUAN PROVINCE:  BATANG,29.987,99.195,30,11,1,,42,1,4,,,,,1118650000
874,No,1989,19,6.8,6,MEXICO,"MEXICO:  MEXICO CITY, ACAPULCO",16.773,-99.328,150,3,1,,,,2,,,,,82368931
875,No,1989,33,5.1,,IRAN,"IRAN:  SW, SHIRAZ, MAMASANI",29.964,51.655,140,,,,,,3,,,,,0
876,No,1989,16,5.2,,VENEZUELA,"VENEZUELA:  FALCON, CARABOBO, CARACAS",11.038,-68.27,160,,,,,,2,,,,,0
877,No,1989,33,5.6,,CHINA,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",23.553,99.526,30,1,1,,91,2,4,5300,4,,,1118650000
878,Yes,1989,10,8.2,7,AUSTRALIA,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,170,,,,,,1,,,,,16814400
879,No,1989,31,5.8,,IRAN,"IRAN:  DO GOBADAN, FARS, YASUJ",30.167,50.921,140,114,3,,,,2,,,,,0
880,No,1989,6,5.1,,BANGLADESH,BANGLADESH:  BANARIPARA,21.861,89.763,60,1,1,,,,2,,,,,100695497
881,No,1989,15,6.1,7,ECUADOR,"ECUADOR:  ESMERALDAS, GUAYAQUIL",1.134,-79.616,160,,,,,,2,,,,,9991870
882,Yes,1989,9,6.1,6,USA,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.362,-155.083,150,,,,5,1,2,105,3,,,246819000
883,No,1989,11,5.7,6,AZORES (PORTUGAL),"AZORES:  GRACIOSA, TERCEIRA",39.112,-28.242,130,,,,,,2,,,,,0
884,No,1989,5,5,6,JAPAN,"JAPAN:  HONSHU:  ITO, AJIRO",34.942,139.193,30,,,,,,2,,,,,123116000
885,No,1989,10,6.2,,INDONESIA,INDONESIA:  TIMOR:  ALOR,-8.081,125.129,60,,,,,,2,,,,,178209150
886,No,1989,14,5.8,,INDONESIA,"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",-4.511,139.022,170,120,3,,,,2,,,,,178209150
887,No,1989,18,5,6,RUSSIA,"RUSSIA:  GROZNYY, BUYNAKSK",43.522,45.362,40,1,1,,,,2,,,,,0
888,No,1989,12,6.3,9,DJIBOUTI,"DJIBOUTI:  GALAFI, YABAKI",11.766,41.942,10,2,1,,2,1,1,,,,,563864
889,No,1989,9,6,,INDONESIA,INDONESIA:  TEMBAGAPURA,-4.219,136.667,170,,,,,,2,,,,,178209150
890,Yes,1989,11,6.9,,USA,ALASKA,55.543,-156.835,150,,,,,,,,,,,246819000
891,No,1989,15,6.1,,CHINA,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.583,102.433,30,1,1,,151,3,3,4270,4,,,1118650000
892,No,1989,42,4.7,,IRAN,IRAN:  DEH BORZORG-E SISAKHT,30.96,51.421,140,,,,,,2,,,,,0
893,Yes,1989,19,6.9,9,USA,CALIFORNIA:  LOMA PRIETA,37.036,-121.883,150,62,2,,3757,4,4,,3,,,246819000
894,No,1989,10,5.3,8,CHINA,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,30,29,1,,193,3,3,30000,4,,,1118650000
895,Yes,1989,10,6.6,,JAPAN,JAPAN:  N. HONSHU ISLAND,39.571,143.333,30,,,,,,,,,,,123116000
896,Yes,1989,6,5.7,8,ALGERIA,"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",36.788,2.448,15,30,1,,245,3,2,,,,,25106190
897,Yes,1989,26,4.4,,USA TERRITORY,PUERTO RICO: MONA PASSAGE,18.986,-68.833,90,,,,,,,,,,,0
898,Yes,1989,29,7.4,6,JAPAN,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.837,142.76,30,,,,,,1,,,,,123116000
899,No,1989,33,4.7,,CHINA,CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY,29.882,106.804,30,4,1,,161,3,2,5000,4,53000,4,1118650000
900,No,1989,18,5.9,,IRAN,"IRAN:  SHAHDAD, KERMAN PROVINCE",29.892,57.718,140,3,1,,45,1,1,,,,,0
901,No,1989,24,7.5,6,PHILIPPINES,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",8.337,126.729,170,2,1,,,3,2,,,,,60340767
902,No,1989,10,5.4,8,AUSTRALIA,AUSTRALIA:  NEWCASTLE,-32.967,151.619,170,12,1,,100,2,4,,,,,16814400
903,Yes,1990,26,6.6,7,PHILIPPINES,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,170,,2,,300,3,1,,,600,3,61895160
904,Yes,1990,14,6.4,,JAPAN,JAPAN:  NEAR S. COAST OF HONSHU,34.706,139.252,30,,,,,,,,,,,123537000
905,No,1990,5,5.5,7,USA,"CALIFORNIA:  S,  CLAREMONT,  COVINA",34.14,-117.7,150,,,,30,1,3,,,,,249623000
906,No,1990,33,7.6,,FIJI,FIJI ISLANDS,-22.122,175.163,170,,,,,,,,,,,728573
907,No,1990,10,6.1,,PAKISTAN,"PAKISTAN:  KALAT, QUETTA, MASTUNG",28.925,66.331,60,11,1,,40,1,2,,,,3,107647921
908,Yes,1990,22,7,8,COSTA RICA,"COSTA RICA:  PUNTARENAS, SAN JOSE",9.919,-84.808,100,,,,15,1,2,8,1,34,1,3119433
909,No,1990,33,6.3,6,TAJIKISTAN,TAJIKISTAN:  PAMIR MOUNTAINS,37.034,72.942,40,,,,,,1,,,,,5283814
910,No,1990,39,5.5,4,PHILIPPINES,PHILIPPINES:  SANTIAGO,9.253,125.606,170,1,1,,2,1,1,,,,,61895160
911,No,1990,18,4.7,6,UK,"UNITED KINGDOM:  MANCHESTER, LIVERPOOL",52.314,-2.985,120,,,,,,1,,,,2,0
912,Yes,1990,11,7.5,4,USA TERRITORY,NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM,15.125,147.596,170,,,,,,,,,,,0
913,No,1990,33,6.2,,CHINA,CHINA:  S XINJIANG:  WUQIA COUNTY,39.436,74.9,40,,,,2,1,2,,3,,,1135185000
914,No,1990,26,7.6,,INDONESIA,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.186,122.857,170,3,1,,25,1,3,,,1140,4,181413402
915,No,1990,47,4.7,,IRAN,IRAN:  HANNA,31.107,51.678,140,,,,,,1,,,,,0
916,No,1990,8,6.9,,CHINA,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,35.986,100.245,30,126,3,,2049,4,4,66800,4,66800,4,1135185000
917,No,1990,10,5.4,7,ITALY,ITALY:  POTENZA,40.775,15.766,130,2,1,,16,1,2,,,,,56719240
918,No,1990,21,6.3,8,NEW ZEALAND,"NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",-40.296,176.064,170,,,,,,2,,,,,3329800
919,No,1990,15,7.1,,SUDAN,"SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",5.121,32.145,15,31,1,,,,1,,,,,20147590
920,No,1990,16,7,,SUDAN,"SUDAN:  JUBA, KAPENGURIA",5.358,31.848,15,,,,,,1,,,,,20147590
921,No,1990,24,6.5,6,PERU,PERU:  MOYABAMBA-RIOJO,-6.016,-77.229,160,200,3,,8130,4,2,,,,,22071433
922,No,1990,89,6.7,6,ROMANIA,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668,110,14,1,,700,3,3,,,,,23201835
923,No,1990,88,6.1,5,ROMANIA,"ROMANIA:  KISHINEV, CIS",45.811,26.769,110,,,,,,1,,,,,23201835
924,No,1990,10,4.6,,COSTA RICA,COSTA RICA:  SANTIAGO DE PURISCAL,9.855,-84.327,100,,,,,,1,,,14,1,3119433
925,No,1990,26,4.9,6,PERU,"PERU:  N, RIOJA, MOYOBAMBA, IQUITOS",-6.062,-77.136,160,1,1,,,,1,14,1,,,22071433
926,No,1990,18,7.1,6,PHILIPPINES,"PHILIPPINES:  CULASI, PANAY",11.76,121.899,170,4,1,,15,1,2,,,,,61895160
927,No,1990,58,6.8,5,KAZAKHSTAN,"KAZAKHSTAN:  UST, ZAYSAN",47.869,85.076,40,1,1,,,,3,3000,4,,,16348000
928,No,1990,15,6.3,,PAKISTAN,PAKISTAN:  BALUCHISTAN,27.398,65.719,60,,,,6,1,1,,,,,107647921
929,Yes,1990,19,7.3,7,IRAN,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",36.957,49.409,140,40000,4,,105000,4,4,,4,,,0
930,No,1990,15,5.3,,IRAN,"IRAN:  LOWSHAN, MANJIL",36.636,49.799,140,20,1,,,,1,,,,,0
931,No,1990,14,4.8,,INDONESIA,"INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",-6.904,108.12,60,,,,103,3,3,10300,4,,,181413402
932,No,1990,217,5.6,4,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,36.415,70.789,40,43,1,,,,,,,,,12412308
933,No,1990,25,7.8,9,PHILIPPINES,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.172,170,2412,4,,3000,4,4,,,,,61895160
934,No,1990,17,5.1,,TURKEY,"TURKEY:  CAMELI, DENIZLI",36.99,29.595,140,,,,,,2,,,393,3,53921760
935,No,1990,126,6.4,5,VANUATU,VANUATU ISLANDS:  ESPIRITU SANTO,-15.355,167.464,170,,,,2,1,2,,,,3,146573
936,No,1990,33,6.1,7,KAZAKHSTAN,"KAZAKHSTAN:  AKKAL, UST",47.963,84.961,40,,,,8,1,2,500,3,,,16348000
937,No,1990,5,4.4,,ECUADOR,"ECUADOR:  PAMASQUI,  QUITO",-0.059,-78.449,160,4,1,,10,1,3,,,1300,4,10230934
938,Yes,1990,10,6.5,,JAPAN,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",33.267,138.643,30,,,,,,,,,,,123537000
939,No,1990,5,4.2,,SOUTH AFRICA,SOUTH AFRICA:  WELKOM,-28.014,26.727,10,2,1,,5,1,1,,,,,36800509
940,No,1990,33,4.5,6,KAZAKHSTAN,KAZAKHSTAN:  ZAYSAN,47.903,84.961,40,,,,,,1,,,,,16348000
941,No,1990,5,4,,SOUTH AFRICA,SOUTH AFRICA:  CHARLETONVILLE,-26.39,27.349,10,10,1,,6,1,,,,,,36800509
942,No,1990,12,5.8,4,CHINA,CHINA:  GANSU PROVINCE:  TIANZHU,37.093,103.781,30,7,1,,92,2,3,87000,4,,,1135185000
943,No,1990,114,6,4,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",35.121,70.486,40,11,1,,250,3,1,,,,,12412308
944,No,1990,11,6.7,,IRAN,"IRAN:  S, DARAB",28.251,55.462,140,22,1,,100,2,4,,,,,0
